OG_name,GCF_000277895,GCF_000961215,GCF_001908725,GCF_002285515,GCF_008370835,GCF_008639345,GCF_009769165,GCF_009883735,GCF_009931595,GCF_013388375,GCF_014236795,GCF_017301775,GCF_017724035,GCF_021906995,GCF_023337365,GCF_025266575,GCF_030168915,GCF_031834635,GCF_032697525,GCF_032698475,GCF_033170385,GCF_040529045,GCF_040529055,GCF_040529065,GCF_040616535,GCF_041519315,GCF_900183975,GCF_903989455,GCF_905367715
OG_1076,KWO_RS06340,AMD14_RS16215,BJD12_RS06420,XJ27_RS22550,XOCgx_RS06650,FLG15_RS15605,FZ025_RS03640,EBN15_RS13625,XaFJ1_RS10950,AD14011_RS05845,G4Q83_RS08445,ISN38_RS05035,XeaCFBP3836p_RS15145,K8O61_RS05040,M3O59_RS14960,M0D43_RS17265,KHF85_RS14250,PG878_RS06350,NYR97_RS01950,NYR95_RS16455,QN245_RS06050,Q7W82_RS17475,RAB70_RS09525,RAB71_RS15510,RZV17_RS14895,ACDH77_RS14875,,H7A86_RS15025,KHN93_RS15460
OG_1077,KWO_RS06345,AMD14_RS16210,BJD12_RS06415,XJ27_RS22555,XOCgx_RS06655,FLG15_RS15600,FZ025_RS03620,EBN15_RS13620,,AD14011_RS05850,G4Q83_RS04030,ISN38_RS05030,XeaCFBP3836p_RS15140,K8O61_RS05045,M3O59_RS14955,M0D43_RS17270,KHF85_RS14245,PG878_RS06355,NYR97_RS01945,NYR95_RS16450,QN245_RS06070,Q7W82_RS17470,RAB70_RS09530,RAB71_RS15505,RZV17_RS14890,ACDH77_RS14870,PD885_RS15730,H7A86_RS15020,KHN93_RS15455
OG_1078,KWO_RS06350,AMD14_RS16205,BJD12_RS06410,XJ27_RS22560,XOCgx_RS23715,FLG15_RS15595,FZ025_RS03615,EBN15_RS13615,,AD14011_RS05855,G4Q83_RS04035,ISN38_RS05025,XeaCFBP3836p_RS15135,K8O61_RS05050,M3O59_RS14950,M0D43_RS17275,KHF85_RS14240,PG878_RS06360,NYR97_RS01940,NYR95_RS16445,QN245_RS06075,Q7W82_RS17465,RAB70_RS09535,RAB71_RS15500,RZV17_RS14885,ACDH77_RS14865,PD885_RS15725,H7A86_RS21075,KHN93_RS15450
OG_1079,KWO_RS06355,AMD14_RS16200,BJD12_RS06405,XJ27_RS22565,XOCgx_RS06660,FLG15_RS15590,FZ025_RS03610,EBN15_RS13610,,AD14011_RS05860,G4Q83_RS04040,ISN38_RS05020,XeaCFBP3836p_RS15130,K8O61_RS05055,M3O59_RS14945,M0D43_RS17280,KHF85_RS14235,PG878_RS06365,NYR97_RS01935,NYR95_RS16440,QN245_RS06080,Q7W82_RS17460,RAB70_RS09540,RAB71_RS15495,RZV17_RS14880,ACDH77_RS14860,PD885_RS15720,H7A86_RS15015,KHN93_RS15445
OG_1080,KWO_RS06360,AMD14_RS16195,BJD12_RS06400,XJ27_RS22570,XOCgx_RS06665,FLG15_RS15585,FZ025_RS03605,EBN15_RS13605,,AD14011_RS05865,G4Q83_RS04045,ISN38_RS05015,XeaCFBP3836p_RS15125,K8O61_RS05060,M3O59_RS14940,M0D43_RS17285,KHF85_RS14230,PG878_RS06370,NYR97_RS01930,NYR95_RS16435,QN245_RS06085,Q7W82_RS17455,RAB70_RS09545,RAB71_RS15490,RZV17_RS14875,ACDH77_RS14855,PD885_RS15715,H7A86_RS15010,KHN93_RS15440
OG_1081,KWO_RS06370,AMD14_RS16190,BJD12_RS06390,XJ27_RS22580,XOCgx_RS06675,FLG15_RS15575,FZ025_RS03590,EBN15_RS13595,XaFJ1_RS10940,AD14011_RS05875,G4Q83_RS04055,ISN38_RS05000,XeaCFBP3836p_RS15115,K8O61_RS05075,M3O59_RS14930,M0D43_RS17295,KHF85_RS14215,PG878_RS06375,NYR97_RS01920,NYR95_RS16425,QN245_RS06090,Q7W82_RS17445,RAB70_RS09555,RAB71_RS15480,RZV17_RS14865,ACDH77_RS14845,PD885_RS15705,H7A86_RS14995,KHN93_RS15430
OG_1082,KWO_RS06375,AMD14_RS24745,BJD12_RS24540,XJ27_RS22585,XOCgx_RS06680,FLG15_RS15570,FZ025_RS03585,EBN15_RS20115,XaFJ1_RS10935,AD14011_RS05880,G4Q83_RS04060,ISN38_RS04995,XeaCFBP3836p_RS15110,K8O61_RS05080,M3O59_RS14925,M0D43_RS17300,KHF85_RS14210,PG878_RS06380,NYR97_RS01915,NYR95_RS16420,QN245_RS06095,Q7W82_RS17440,RAB70_RS09560,RAB71_RS15475,RZV17_RS14860,ACDH77_RS14840,PD885_RS15700,H7A86_RS14990,KHN93_RS15425
OG_1083,KWO_RS06380,AMD14_RS16180,BJD12_RS06380,XJ27_RS22590,XOCgx_RS06685,FLG15_RS15560,FZ025_RS03580,EBN15_RS13580,XaFJ1_RS10930,AD14011_RS05885,G4Q83_RS04065,ISN38_RS05270,XeaCFBP3836p_RS15105,K8O61_RS05645,M3O59_RS14920,M0D43_RS17305,KHF85_RS05585,PG878_RS06385,NYR97_RS01910,NYR95_RS16415,QN245_RS06100,Q7W82_RS17435,RAB70_RS09565,RAB71_RS15470,RZV17_RS14855,ACDH77_RS14835,PD885_RS15695,H7A86_RS14985,KHN93_RS15420
OG_1084,KWO_RS06390,AMD14_RS16175,BJD12_RS06375,XJ27_RS22595,XOCgx_RS06690,FLG15_RS15555,FZ025_RS03575,EBN15_RS13575,XaFJ1_RS10925,AD14011_RS05890,G4Q83_RS04070,ISN38_RS05265,XeaCFBP3836p_RS15100,K8O61_RS05650,M3O59_RS14915,M0D43_RS17310,KHF85_RS05590,PG878_RS06390,NYR97_RS01905,NYR95_RS16410,QN245_RS06105,Q7W82_RS17430,RAB70_RS09570,RAB71_RS15465,RZV17_RS14850,ACDH77_RS14830,PD885_RS15690,H7A86_RS14980,KHN93_RS15415
OG_1085,KWO_RS06395,AMD14_RS16170,BJD12_RS06370,XJ27_RS22600,XOCgx_RS06695,FLG15_RS15550,FZ025_RS03570,EBN15_RS13570,XaFJ1_RS10920,AD14011_RS05895,G4Q83_RS04075,ISN38_RS05260,XeaCFBP3836p_RS15095,K8O61_RS05655,M3O59_RS14910,M0D43_RS17315,KHF85_RS05595,PG878_RS06395,NYR97_RS01900,NYR95_RS16405,QN245_RS06110,Q7W82_RS17425,RAB70_RS09575,RAB71_RS15460,RZV17_RS14845,ACDH77_RS14825,PD885_RS15685,H7A86_RS14975,KHN93_RS15410
OG_1086,KWO_RS06400,AMD14_RS16165,BJD12_RS06365,XJ27_RS22605,XOCgx_RS06700,FLG15_RS15545,FZ025_RS15275,EBN15_RS13565,XaFJ1_RS10915,AD14011_RS05900,G4Q83_RS04080,ISN38_RS05255,XeaCFBP3836p_RS15090,K8O61_RS05660,M3O59_RS14905,M0D43_RS17320,KHF85_RS05600,PG878_RS06400,NYR97_RS01895,NYR95_RS16400,QN245_RS06115,Q7W82_RS17420,RAB70_RS09580,RAB71_RS15455,RZV17_RS14840,ACDH77_RS14820,PD885_RS15680,H7A86_RS14970,KHN93_RS15405
OG_1087,KWO_RS06405,AMD14_RS16160,BJD12_RS06360,XJ27_RS22610,XOCgx_RS06705,FLG15_RS15540,FZ025_RS15280,EBN15_RS13560,XaFJ1_RS10910,AD14011_RS05910,G4Q83_RS04085,ISN38_RS05250,XeaCFBP3836p_RS15085,K8O61_RS05665,M3O59_RS14900,M0D43_RS17325,KHF85_RS05605,PG878_RS06405,NYR97_RS01890,NYR95_RS16395,QN245_RS06120,Q7W82_RS17415,RAB70_RS09585,RAB71_RS15450,RZV17_RS14835,ACDH77_RS14815,PD885_RS15675,H7A86_RS14965,KHN93_RS15400
OG_1088,KWO_RS06410,AMD14_RS16155,BJD12_RS06355,,,,,,,AD14011_RS05915,,,XeaCFBP3836p_RS15075,,M3O59_RS14890,M0D43_RS17330,,PG878_RS06410,,NYR95_RS16390,QN245_RS06125,Q7W82_RS17410,RAB70_RS09590,RAB71_RS15445,,ACDH77_RS14805,,H7A86_RS14960,KHN93_RS15395
OG_1089,KWO_RS06415,AMD14_RS16150,BJD12_RS06350,XJ27_RS22620,XOCgx_RS06715,FLG15_RS15530,FZ025_RS15300,EBN15_RS13550,XaFJ1_RS10900,AD14011_RS05920,G4Q83_RS04090,ISN38_RS05240,XeaCFBP3836p_RS15070,K8O61_RS05675,M3O59_RS14885,M0D43_RS17335,KHF85_RS05615,PG878_RS06420,NYR97_RS01880,NYR95_RS16385,QN245_RS06135,Q7W82_RS17395,RAB70_RS09600,RAB71_RS15435,RZV17_RS14825,ACDH77_RS14800,PD885_RS15670,H7A86_RS14955,KHN93_RS15390
OG_1090,KWO_RS06420,AMD14_RS16145,BJD12_RS06345,XJ27_RS22625,XOCgx_RS06720,FLG15_RS15525,FZ025_RS15305,EBN15_RS13545,XaFJ1_RS10895,AD14011_RS05925,G4Q83_RS04095,ISN38_RS05235,XeaCFBP3836p_RS15065,K8O61_RS05680,M3O59_RS14880,M0D43_RS17340,KHF85_RS05620,PG878_RS06425,NYR97_RS01875,NYR95_RS16380,QN245_RS06140,Q7W82_RS17390,RAB70_RS09605,RAB71_RS15430,RZV17_RS14820,ACDH77_RS14795,PD885_RS15665,H7A86_RS14950,KHN93_RS15385
OG_1091,KWO_RS06425,AMD14_RS16140,BJD12_RS06340,XJ27_RS22630,XOCgx_RS06725,FLG15_RS15520,FZ025_RS15310,EBN15_RS13540,XaFJ1_RS10890,AD14011_RS05930,G4Q83_RS04100,ISN38_RS05230,XeaCFBP3836p_RS15060,K8O61_RS05685,M3O59_RS14875,M0D43_RS17345,KHF85_RS05625,PG878_RS06430,NYR97_RS01870,NYR95_RS16375,QN245_RS06145,Q7W82_RS17385,RAB70_RS09610,RAB71_RS15425,RZV17_RS14815,ACDH77_RS14790,PD885_RS15660,H7A86_RS14945,KHN93_RS15380
OG_1092,KWO_RS06430,AMD14_RS16135,BJD12_RS06335,XJ27_RS22635,XOCgx_RS06730,FLG15_RS15515,FZ025_RS15315,EBN15_RS13535,XaFJ1_RS10885,AD14011_RS05935,G4Q83_RS04105,ISN38_RS05225,XeaCFBP3836p_RS15055,K8O61_RS05690,M3O59_RS14870,M0D43_RS17350,KHF85_RS05630,PG878_RS06435,NYR97_RS01865,NYR95_RS16370,QN245_RS06150,Q7W82_RS17380,RAB70_RS09615,RAB71_RS15420,RZV17_RS14810,ACDH77_RS14785,PD885_RS15655,H7A86_RS14940,KHN93_RS15375
OG_1093,KWO_RS06435,AMD14_RS16130,BJD12_RS06330,XJ27_RS22640,XOCgx_RS06735,FLG15_RS15510,FZ025_RS15320,EBN15_RS13530,XaFJ1_RS10880,AD14011_RS05940,G4Q83_RS04110,ISN38_RS05220,XeaCFBP3836p_RS15050,K8O61_RS05695,M3O59_RS14865,M0D43_RS17355,KHF85_RS05635,PG878_RS06440,NYR97_RS01860,NYR95_RS16365,QN245_RS06155,Q7W82_RS17375,RAB70_RS09620,RAB71_RS15415,RZV17_RS14805,ACDH77_RS14780,PD885_RS15650,H7A86_RS14935,KHN93_RS15370
OG_1094,KWO_RS06440,AMD14_RS16125,BJD12_RS06325,XJ27_RS22645,XOCgx_RS06740,FLG15_RS15505,FZ025_RS15325,EBN15_RS13525,XaFJ1_RS10875,AD14011_RS05945,G4Q83_RS04115,ISN38_RS05215,XeaCFBP3836p_RS15045,K8O61_RS05700,M3O59_RS14860,M0D43_RS17360,KHF85_RS05640,PG878_RS06445,NYR97_RS01855,NYR95_RS16360,QN245_RS06160,Q7W82_RS17370,RAB70_RS09625,RAB71_RS15410,RZV17_RS14800,ACDH77_RS14775,PD885_RS15645,H7A86_RS14930,KHN93_RS15365
OG_1095,KWO_RS06445,AMD14_RS16120,BJD12_RS06320,XJ27_RS22650,XOCgx_RS24325,FLG15_RS15500,FZ025_RS15330,EBN15_RS13520,XaFJ1_RS10870,AD14011_RS05950,G4Q83_RS04120,ISN38_RS05210,XeaCFBP3836p_RS15040,K8O61_RS05705,M3O59_RS14855,M0D43_RS17365,KHF85_RS05645,PG878_RS06450,NYR97_RS01850,NYR95_RS16355,QN245_RS06165,Q7W82_RS17365,RAB70_RS09630,RAB71_RS15405,RZV17_RS14795,ACDH77_RS14770,PD885_RS15640,H7A86_RS14925,KHN93_RS15360
OG_1096,KWO_RS06450,AMD14_RS16115,BJD12_RS06315,XJ27_RS22655,XOCgx_RS06750,FLG15_RS15495,FZ025_RS15335,EBN15_RS13515,XaFJ1_RS10865,AD14011_RS05955,G4Q83_RS04125,ISN38_RS05205,XeaCFBP3836p_RS15035,K8O61_RS05710,M3O59_RS14850,M0D43_RS17370,KHF85_RS05650,PG878_RS06455,NYR97_RS01845,NYR95_RS16350,QN245_RS06170,Q7W82_RS17360,RAB70_RS09635,RAB71_RS15400,RZV17_RS14790,ACDH77_RS14765,PD885_RS15635,H7A86_RS14920,KHN93_RS15355
OG_1097,KWO_RS06455,AMD14_RS16110,BJD12_RS06310,XJ27_RS22660,XOCgx_RS06755,FLG15_RS15490,FZ025_RS15340,EBN15_RS13510,XaFJ1_RS10860,AD14011_RS05960,G4Q83_RS04130,ISN38_RS05200,XeaCFBP3836p_RS15030,K8O61_RS05715,M3O59_RS14845,M0D43_RS17375,KHF85_RS05655,PG878_RS06460,NYR97_RS01840,NYR95_RS16345,QN245_RS06175,Q7W82_RS17355,RAB70_RS09640,RAB71_RS15395,RZV17_RS14785,ACDH77_RS14760,,H7A86_RS14915,KHN93_RS15350
OG_1098,KWO_RS06465,AMD14_RS16105,BJD12_RS06305,XJ27_RS22665,XOCgx_RS06760,FLG15_RS15485,,EBN15_RS13505,,AD14011_RS05965,,,XeaCFBP3836p_RS15025,,M3O59_RS14840,M0D43_RS17380,,,NYR97_RS01835,NYR95_RS16340,,,,,RZV17_RS14780,ACDH77_RS14755,PD885_RS15625,H7A86_RS14910,KHN93_RS15345
OG_1099,KWO_RS06480,AMD14_RS16095,BJD12_RS06285,XJ27_RS22695,XOCgx_RS06835,FLG15_RS15470,FZ025_RS15355,EBN15_RS13500,XaFJ1_RS10825,AD14011_RS05985,G4Q83_RS12165,ISN38_RS05185,XeaCFBP3836p_RS15005,K8O61_RS05730,M3O59_RS14830,M0D43_RS17400,KHF85_RS05675,PG878_RS06475,NYR97_RS01810,NYR95_RS16310,QN245_RS06230,Q7W82_RS17330,RAB70_RS09675,RAB71_RS15370,RZV17_RS14760,ACDH77_RS14750,,H7A86_RS14905,KHN93_RS15325
OG_1100,KWO_RS06485,AMD14_RS16090,BJD12_RS06280,XJ27_RS22700,XOCgx_RS06840,FLG15_RS15465,FZ025_RS15360,EBN15_RS13495,XaFJ1_RS10820,AD14011_RS05990,G4Q83_RS12160,ISN38_RS05180,XeaCFBP3836p_RS15000,K8O61_RS05735,M3O59_RS14825,M0D43_RS17405,KHF85_RS05680,PG878_RS06480,NYR97_RS01805,NYR95_RS16305,QN245_RS06235,Q7W82_RS17325,RAB70_RS09680,RAB71_RS15365,RZV17_RS14755,ACDH77_RS14745,PD885_RS15610,H7A86_RS14900,KHN93_RS15320
OG_1101,KWO_RS06490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_1102,KWO_RS06500,AMD14_RS15710;AMD14_RS15720;AMD14_RS16075,,XJ27_RS22715,XOCgx_RS06860,FLG15_RS15450,,EBN15_RS13030;EBN15_RS13040,,,G4Q83_RS12100;G4Q83_RS12105,,XeaCFBP3836p_RS14985,,M3O59_RS14805,M0D43_RS17420;M0D43_RS17770;M0D43_RS17780,KHF85_RS15435,PG878_RS06530;PG878_RS06535,NYR97_RS01360;NYR97_RS01370;NYR97_RS01790,NYR95_RS07780;NYR95_RS07790,QN245_RS06260,Q7W82_RS17300,RAB70_RS09710,RAB71_RS15300;RAB71_RS15305,RZV17_RS14455;RZV17_RS14465,ACDH77_RS14730,,H7A86_RS14575;H7A86_RS14585,KHN93_RS15305
OG_1103,KWO_RS06505,AMD14_RS16070,BJD12_RS06260,XJ27_RS22720,XOCgx_RS06865,FLG15_RS15445,,EBN15_RS13480,,AD14011_RS06005,,,XeaCFBP3836p_RS14980,,M3O59_RS14800,M0D43_RS17425,,,NYR97_RS01785,NYR95_RS16285,,,,,RZV17_RS14745,ACDH77_RS14725,PD885_RS04075,H7A86_RS14885,KHN93_RS15300
OG_1104,KWO_RS06515,AMD14_RS16065,BJD12_RS06250,XJ27_RS22735,XOCgx_RS06875,FLG15_RS15435,FZ025_RS18260,,,,,ISN38_RS11350,XeaCFBP3836p_RS14975,K8O61_RS18290,,M0D43_RS17430,KHF85_RS18935,,NYR97_RS01730,NYR95_RS16270,,,,,,ACDH77_RS14720,PD885_RS04140,,
OG_1105,KWO_RS06520,AMD14_RS16060,BJD12_RS06245,XJ27_RS22795,XOCgx_RS06880,FLG15_RS15430,FZ025_RS15400,EBN15_RS13435,XaFJ1_RS10795,AD14011_RS06010,G4Q83_RS03315,ISN38_RS16005,XeaCFBP3836p_RS14970,K8O61_RS05825,M3O59_RS14755,M0D43_RS17435,KHF85_RS05770,PG878_RS06600,NYR97_RS01715,NYR95_RS16260,QN245_RS06295,Q7W82_RS17235,RAB70_RS09755,RAB71_RS15245,RZV17_RS14740,ACDH77_RS14715,PD885_RS04150,H7A86_RS14880,KHN93_RS15295
OG_1106,KWO_RS06525,AMD14_RS16055,BJD12_RS06240,XJ27_RS22800,XOCgx_RS06890,FLG15_RS15425,FZ025_RS15405,EBN15_RS13430,XaFJ1_RS10790,AD14011_RS06015,G4Q83_RS03320,ISN38_RS16015,XeaCFBP3836p_RS14965,K8O61_RS05830,M3O59_RS14750,M0D43_RS17440,KHF85_RS05775,PG878_RS06605,NYR97_RS01710,NYR95_RS16255,QN245_RS06300,Q7W82_RS17230,RAB70_RS09760,RAB71_RS15240,RZV17_RS14735,ACDH77_RS14710,PD885_RS04155,H7A86_RS14875,KHN93_RS15290
OG_1107,KWO_RS06530,AMD14_RS16050,BJD12_RS06235,XJ27_RS22805,XOCgx_RS06895,FLG15_RS15420,FZ025_RS15410,EBN15_RS13425,XaFJ1_RS10785,AD14011_RS06020,G4Q83_RS03325,ISN38_RS16020,XeaCFBP3836p_RS14960,K8O61_RS05835,M3O59_RS14745,M0D43_RS17445,KHF85_RS05785,PG878_RS06610,NYR97_RS01705,NYR95_RS16250,QN245_RS06305,Q7W82_RS17225,RAB70_RS09765,RAB71_RS15235,RZV17_RS14730,ACDH77_RS14705,PD885_RS04160,H7A86_RS14870,KHN93_RS15285
OG_1108,KWO_RS06535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_1109,KWO_RS06540;KWO_RS06560,,,,XOCgx_RS06905,,,,XaFJ1_RS12415;XaFJ1_RS12435,,,,,,,,,,,,,,,,,,,,
OG_1110,KWO_RS06545,,,,,,,,XaFJ1_RS12420,,,,,,,,,,,,,,,,,,,,
OG_1111,KWO_RS06550,,,,,,,,XaFJ1_RS12425,,,,,,,,,,,,,,,,,,,,
OG_1112,KWO_RS06555,,,,,,,,XaFJ1_RS12430,,,,,,,,,,,,,,,,,,,,
OG_1113,KWO_RS06565,,,,XOCgx_RS06910,,FZ025_RS12720,EBN15_RS10705,XaFJ1_RS12440,,G4Q83_RS03210,ISN38_RS14245,,,M3O59_RS16765,M0D43_RS15545,KHF85_RS15610,,,,,,,,,,,,
OG_1114,KWO_RS06570,,,,XOCgx_RS06915,,,,,,,,,,,M0D43_RS15510,,,,,,,,,,,,,
OG_1115,KWO_RS06575,,,,XOCgx_RS06920,,,,XaFJ1_RS12455,,,,,,,M0D43_RS15515,,,,,,,,,,,,,
OG_1116,KWO_RS06580,AMD14_RS21535,,,XOCgx_RS20720,FLG15_RS19960,FZ025_RS12730,EBN15_RS10710,XaFJ1_RS08630;XaFJ1_RS12470,,G4Q83_RS03235,ISN38_RS02850,,K8O61_RS07785,M3O59_RS16740,M0D43_RS15560;M0D43_RS16845,KHF85_RS03320;KHF85_RS15605,,,NYR95_RS21215,QN245_RS01780,Q7W82_RS11035,,RAB71_RS08545,,,,,KHN93_RS19920
OG_1117,KWO_RS06585,AMD14_RS16020,BJD12_RS06230,XJ27_RS22845,XOCgx_RS06930,FLG15_RS15415,FZ025_RS15415,EBN15_RS13375,XaFJ1_RS10780,AD14011_RS06025,G4Q83_RS03330,ISN38_RS16035,XeaCFBP3836p_RS14955,K8O61_RS05850,M3O59_RS14740,M0D43_RS17470,KHF85_RS05790,PG878_RS06640,NYR97_RS01675,NYR95_RS16155,QN245_RS06335,Q7W82_RS17195,RAB70_RS09795,RAB71_RS15200,RZV17_RS14725,ACDH77_RS14700,PD885_RS05770,H7A86_RS14865,KHN93_RS15255
OG_1118,KWO_RS06590,,,,,,,EBN15_RS09950,,,,,,,,,,,NYR97_RS18385,,,Q7W82_RS04975,,,,ACDH77_RS03195,PD885_RS11070,,
OG_1119,KWO_RS06595,,,,,FLG15_RS08950,,EBN15_RS09970,,,,,,,,,,,NYR97_RS18380,,,Q7W82_RS04980,,,,ACDH77_RS03190,,,
OG_1120,KWO_RS06600,,BJD12_RS23890,,,,,,,,,,,,,,,,,,,,,,,,PD885_RS05645;PD885_RS09185;PD885_RS11120;PD885_RS13910,,
OG_1121,KWO_RS06605;KWO_RS06610,AMD14_RS16015,BJD12_RS06225,XJ27_RS24225,XOCgx_RS23290,FLG15_RS15405,FZ025_RS15420,EBN15_RS13370,XaFJ1_RS10775,AD14011_RS06030,G4Q83_RS03335,ISN38_RS16030;ISN38_RS16040,XeaCFBP3836p_RS14950,K8O61_RS05845;K8O61_RS05855,M3O59_RS14735,M0D43_RS17475,KHF85_RS05795,PG878_RS06645,NYR97_RS01670,NYR95_RS16150,QN245_RS06340,Q7W82_RS17190,RAB70_RS09800,RAB71_RS15195,RZV17_RS14720,ACDH77_RS14695,PD885_RS05775,H7A86_RS14860,KHN93_RS15250
OG_1122,KWO_RS06615,AMD14_RS16010,BJD12_RS06220,XJ27_RS22860,XOCgx_RS06940,FLG15_RS15400,FZ025_RS15425,EBN15_RS13365,XaFJ1_RS10770,AD14011_RS06035,G4Q83_RS03340,ISN38_RS16045,XeaCFBP3836p_RS14945,K8O61_RS05860,M3O59_RS14730,M0D43_RS17480,KHF85_RS05800,PG878_RS06650,NYR97_RS01665,NYR95_RS16145,QN245_RS06345,Q7W82_RS17185,RAB70_RS09805,RAB71_RS15190,RZV17_RS14715,ACDH77_RS14690,PD885_RS05780,H7A86_RS14855,KHN93_RS15245
OG_1123,KWO_RS06625,AMD14_RS16005,BJD12_RS06210,XJ27_RS22865,XOCgx_RS06945,FLG15_RS15395,FZ025_RS15430,EBN15_RS13355,XaFJ1_RS10765,AD14011_RS06040,G4Q83_RS03345,ISN38_RS16050,XeaCFBP3836p_RS14940,K8O61_RS05865,M3O59_RS14725,M0D43_RS17490,KHF85_RS05805,PG878_RS06655,NYR97_RS01660,NYR95_RS16140,QN245_RS06350,Q7W82_RS17180,RAB70_RS09810,RAB71_RS15185,RZV17_RS14710,ACDH77_RS14685,PD885_RS05785,H7A86_RS14850,KHN93_RS15240
OG_1124,KWO_RS06630,AMD14_RS16000,BJD12_RS06205,XJ27_RS22870,XOCgx_RS06950,FLG15_RS15390,FZ025_RS15435,EBN15_RS13350,XaFJ1_RS10760,AD14011_RS06045,G4Q83_RS03350,ISN38_RS16055,XeaCFBP3836p_RS14935,K8O61_RS05870,M3O59_RS14720,M0D43_RS17495,KHF85_RS05810,PG878_RS06660,NYR97_RS01655,NYR95_RS16135,QN245_RS06355,Q7W82_RS17175,RAB70_RS09815,RAB71_RS15180,RZV17_RS14705,ACDH77_RS14680,PD885_RS05790,H7A86_RS14845,KHN93_RS15235
OG_1125,KWO_RS06635,AMD14_RS15995,BJD12_RS06200,XJ27_RS22875,XOCgx_RS06955,FLG15_RS15385,FZ025_RS15440,EBN15_RS13345,XaFJ1_RS10755,AD14011_RS06050,G4Q83_RS03355,ISN38_RS16060,,K8O61_RS05875,M3O59_RS14715,M0D43_RS17500,,PG878_RS06665,NYR97_RS01650,NYR95_RS16130,QN245_RS06360,Q7W82_RS17170,RAB70_RS09820,RAB71_RS15175,RZV17_RS14700,ACDH77_RS14675,PD885_RS05795,H7A86_RS14840,KHN93_RS15230
OG_1126,KWO_RS06645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG_1127,KWO_RS06650,AMD14_RS15990,BJD12_RS06195,XJ27_RS22880,XOCgx_RS06960,FLG15_RS15380,FZ025_RS15445,EBN15_RS13335,XaFJ1_RS10745,AD14011_RS06060,G4Q83_RS03370,ISN38_RS16065,XeaCFBP3836p_RS14925,K8O61_RS05880,M3O59_RS14710,M0D43_RS17505,KHF85_RS05820,PG878_RS06670,NYR97_RS01645,NYR95_RS16125,QN245_RS06365,Q7W82_RS17165,RAB70_RS09825,RAB71_RS15170,RZV17_RS14695,ACDH77_RS14670,PD885_RS05800,H7A86_RS14835,KHN93_RS15215
OG_1128,KWO_RS06655,AMD14_RS15985,BJD12_RS06190,XJ27_RS22885,XOCgx_RS06965,FLG15_RS15375,FZ025_RS15450,EBN15_RS13330,XaFJ1_RS10735,AD14011_RS06065,G4Q83_RS03385,ISN38_RS16075,XeaCFBP3836p_RS14920,K8O61_RS05890,M3O59_RS14705,M0D43_RS17510,KHF85_RS05830,PG878_RS06675,NYR97_RS01640,NYR95_RS16120,QN245_RS06370,Q7W82_RS17160,RAB70_RS09830,RAB71_RS15165,RZV17_RS14690,ACDH77_RS14665,PD885_RS14075,H7A86_RS14830,KHN93_RS15210
OG_1129,KWO_RS06660,AMD14_RS15980,BJD12_RS06185,XJ27_RS22890,XOCgx_RS06970,FLG15_RS15370,FZ025_RS15455,EBN15_RS13325,XaFJ1_RS10730,AD14011_RS06070,G4Q83_RS03390,ISN38_RS16080,XeaCFBP3836p_RS14915,K8O61_RS05895,M3O59_RS14700,M0D43_RS17515,KHF85_RS05835,PG878_RS06680,NYR97_RS01635,NYR95_RS16115,QN245_RS06375,Q7W82_RS17155,RAB70_RS09835,RAB71_RS15160,RZV17_RS14685,ACDH77_RS14660,PD885_RS14070,H7A86_RS14825,KHN93_RS15205
OG_1130,KWO_RS06665,AMD14_RS15975,BJD12_RS06180,XJ27_RS22895,XOCgx_RS06975,FLG15_RS15365,FZ025_RS15460,EBN15_RS13320,XaFJ1_RS10725,AD14011_RS06075,G4Q83_RS03395,ISN38_RS16085,XeaCFBP3836p_RS14910,K8O61_RS05900,M3O59_RS14695,M0D43_RS17520,KHF85_RS05840,PG878_RS06685,NYR97_RS01630,NYR95_RS16110,QN245_RS06380,Q7W82_RS17150,RAB70_RS09840,RAB71_RS15155,RZV17_RS14680,ACDH77_RS14655,PD885_RS14065,H7A86_RS14820,KHN93_RS15200
OG_1131,KWO_RS06670,AMD14_RS15970,BJD12_RS06175,XJ27_RS22900,XOCgx_RS06980,FLG15_RS15360,FZ025_RS15465,EBN15_RS13315,XaFJ1_RS10720,AD14011_RS06080,G4Q83_RS03400,ISN38_RS16090,XeaCFBP3836p_RS14905,K8O61_RS05905,M3O59_RS14690,M0D43_RS17525,KHF85_RS05845,PG878_RS06690,NYR97_RS01625,NYR95_RS16105,QN245_RS06385,Q7W82_RS17145,RAB70_RS09845,RAB71_RS15150,RZV17_RS14675,ACDH77_RS14650,PD885_RS14060,H7A86_RS14815,KHN93_RS15195
